id	topic	subtopic	type	difficulty	marks	family	scenario	prompt	answer_outline	tags	source	exam_trap
Q02654	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Telecommunications Billing	The Telecommunications Billing backlog contains: (i) rename a menu label, (ii) A subscriber must access centrally managed usage and invoices from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Telecom Billing Platform must integrate with payment/network service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Telecommunications Billing	Lecture8_Architecture and Requirements.pdf	
Q02655	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Telecommunications Billing	The Telecommunications Billing has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Telecommunications Billing	Lecture8_Architecture and Requirements.pdf	
Q02656	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Telecommunications Billing	Management of the Telecommunications Billing gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Telecommunications Billing	Lecture8_Architecture and Requirements.pdf	
Q02657	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Digital Library	For the Digital Library, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Digital Library**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Digital Library application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Digital Library completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Digital Library rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Digital Library stakeholders."	utility-tree, ASR, Digital Library	Lecture8_Architecture and Requirements.pdf	
Q02658	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Digital Library	The Digital Library backlog contains: (i) rename a menu label, (ii) A reader must access centrally managed catalog and borrowing history from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Digital Library must integrate with publisher/identity service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Digital Library	Lecture8_Architecture and Requirements.pdf	
Q02659	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Digital Library	The Digital Library has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Digital Library	Lecture8_Architecture and Requirements.pdf	
Q02660	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Digital Library	Management of the Digital Library gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Digital Library	Lecture8_Architecture and Requirements.pdf	
Q02661	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Medical Imaging Platform	For the Medical Imaging Platform, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Medical Imaging Platform**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Medical Imaging Platform application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Medical Imaging Platform completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Medical Imaging Platform rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Medical Imaging Platform stakeholders."	utility-tree, ASR, Medical Imaging Platform	Lecture8_Architecture and Requirements.pdf	
Q02662	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Medical Imaging Platform	The Medical Imaging Platform backlog contains: (i) rename a menu label, (ii) A radiologist must access centrally managed medical images and reports from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Imaging Platform must integrate with hospital/PACS service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Medical Imaging Platform	Lecture8_Architecture and Requirements.pdf	
Q02663	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Medical Imaging Platform	The Medical Imaging Platform has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Medical Imaging Platform	Lecture8_Architecture and Requirements.pdf	
Q02664	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Medical Imaging Platform	Management of the Medical Imaging Platform gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Medical Imaging Platform	Lecture8_Architecture and Requirements.pdf	
Q02665	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Manufacturing Monitoring	For the Manufacturing Monitoring, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Manufacturing Monitoring**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Manufacturing Monitoring application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Manufacturing Monitoring completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Manufacturing Monitoring rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Manufacturing Monitoring stakeholders."	utility-tree, ASR, Manufacturing Monitoring	Lecture8_Architecture and Requirements.pdf	
Q02666	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Manufacturing Monitoring	The Manufacturing Monitoring backlog contains: (i) rename a menu label, (ii) A plant engineer must access centrally managed machine status and production data from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Manufacturing Monitoring Platform must integrate with maintenance/ERP service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Manufacturing Monitoring	Lecture8_Architecture and Requirements.pdf	
Q02667	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Manufacturing Monitoring	The Manufacturing Monitoring has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Manufacturing Monitoring	Lecture8_Architecture and Requirements.pdf	
Q02668	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Manufacturing Monitoring	Management of the Manufacturing Monitoring gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Manufacturing Monitoring	Lecture8_Architecture and Requirements.pdf	
Q02669	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Government Citizen Portal	For the Government Citizen Portal, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Government Citizen Portal**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Government Citizen Portal application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Government Citizen Portal completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Government Citizen Portal rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Government Citizen Portal stakeholders."	utility-tree, ASR, Government Citizen Portal	Lecture8_Architecture and Requirements.pdf	
Q02670	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Government Citizen Portal	The Government Citizen Portal backlog contains: (i) rename a menu label, (ii) A citizen must access centrally managed applications and government records from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Citizen Services Portal must integrate with national identity/payment service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Government Citizen Portal	Lecture8_Architecture and Requirements.pdf	
Q02671	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Government Citizen Portal	The Government Citizen Portal has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Government Citizen Portal	Lecture8_Architecture and Requirements.pdf	
Q02672	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Government Citizen Portal	Management of the Government Citizen Portal gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Government Citizen Portal	Lecture8_Architecture and Requirements.pdf	
Q02673	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Digital Wallet	For the Digital Wallet, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Digital Wallet**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Digital Wallet application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Digital Wallet completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Digital Wallet rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Digital Wallet stakeholders."	utility-tree, ASR, Digital Wallet	Lecture8_Architecture and Requirements.pdf	
Q02674	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Digital Wallet	The Digital Wallet backlog contains: (i) rename a menu label, (ii) A wallet user must access centrally managed balance and payments from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Digital Wallet must integrate with bank/merchant service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Digital Wallet	Lecture8_Architecture and Requirements.pdf	
Q02675	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Digital Wallet	The Digital Wallet has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Digital Wallet	Lecture8_Architecture and Requirements.pdf	
Q02676	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Digital Wallet	Management of the Digital Wallet gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Digital Wallet	Lecture8_Architecture and Requirements.pdf	
Q02677	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Event Ticketing Platform	For the Event Ticketing Platform, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Event Ticketing Platform**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Event Ticketing Platform application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Event Ticketing Platform completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Event Ticketing Platform rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Event Ticketing Platform stakeholders."	utility-tree, ASR, Event Ticketing Platform	Lecture8_Architecture and Requirements.pdf	
Q02678	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Event Ticketing Platform	The Event Ticketing Platform backlog contains: (i) rename a menu label, (ii) A attendee must access centrally managed tickets and seat inventory from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Ticketing Platform must integrate with payment/venue service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Event Ticketing Platform	Lecture8_Architecture and Requirements.pdf	
Q02679	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Event Ticketing Platform	The Event Ticketing Platform has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Event Ticketing Platform	Lecture8_Architecture and Requirements.pdf	
Q02680	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Event Ticketing Platform	Management of the Event Ticketing Platform gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Event Ticketing Platform	Lecture8_Architecture and Requirements.pdf	
Q02681	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Online Auction Platform	For the Online Auction Platform, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Online Auction Platform**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Online Auction Platform application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Online Auction Platform completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Online Auction Platform rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Online Auction Platform stakeholders."	utility-tree, ASR, Online Auction Platform	Lecture8_Architecture and Requirements.pdf	
Q02682	Architecture and Requirements	ASR	Identify ASRs	Brutal	5	Extended	Online Auction Platform	The Online Auction Platform backlog contains: (i) rename a menu label, (ii) A bidder must access centrally managed auctions and bids from multiple devices over a network and receive the same authoritative information regardless of device., (iii) The Auction Platform must integrate with payment/shipping service and other independently managed services using published network interfaces, even though the providers may use different technologies and evolve independently., and (iv) change an icon. Identify which are most likely architecturally significant requirements and defend the decision using both characteristics of an ASR.	An ASR has **profound architectural impact** and **high business/mission value**. (ii) and (iii) are strong candidates because they can alter major structure/interaction/integration decisions. Cosmetic changes are usually local unless unusual business/safety context elevates them. ASR status is contextual.	ASR, requirements, Online Auction Platform	Lecture8_Architecture and Requirements.pdf	
Q02683	Architecture and Requirements	QAW	Apply QAW	Brutal	8	Extended	Online Auction Platform	The Online Auction Platform has many stakeholders but weakly specified quality requirements and the architecture is not final. Explain why a **Quality Attribute Workshop (QAW)** is suitable. Give the eight steps in order and state the useful architectural outputs.	QAW is stakeholder-focused and generates/prioritizes/refines system-level QA scenarios before architecture is completed. Steps: 1 presentation/introductions; 2 business/mission presentation; 3 architectural plan presentation; 4 identify architectural drivers; 5 scenario brainstorming; 6 consolidate; 7 prioritize; 8 refine top scenarios into six-part form. Outputs: clarified drivers and prioritized/refined QA scenarios suitable for utility-tree capture.	QAW, ASR, Online Auction Platform	Lecture8_Architecture and Requirements.pdf	
Q02684	Architecture and Requirements	PALM	Business goals and pedigree	Brutal	8	Extended	Online Auction Platform	Management of the Online Auction Platform gives a demanding quantitative quality requirement but nobody can explain why the number was chosen. Explain how **PALM** could help, list its seven steps, and show how pedigree/business-goal reasoning could lead to keeping, changing or relaxing the requirement.	PALM elicits/document business goals and establishes pedigree for QA drivers. Steps: 1 PALM overview; 2 business drivers; 3 architecture drivers; 4 business-goal elicitation/consolidation/prioritization; 5 identify potential QAs from goals; 6 assign pedigree to existing QA drivers and investigate quantitative sources; 7 conclusion/next steps. A justified number is defended; an arbitrary one may be renegotiated.	PALM, business-goals, pedigree, Online Auction Platform	Lecture8_Architecture and Requirements.pdf	
Q02685	Architecture and Requirements	Utility Tree	Construct utility tree	Very Hard	5	Past Paper Q2	Supply Chain Platform	For the Supply Chain Platform, construct a utility tree containing at least four quality attributes, at least one refinement under each, and one concrete ASR scenario per refinement. Rate each leaf using **[Business Value, Architectural Impact]** with H/M/L and explain which leaf should drive architecture first.	"**Example answer for Supply Chain Platform**

Utility
- **Availability → Fault recovery:** During normal operation, the primary Supply Chain Platform application instance fails. The platform detects the fault, transfers service to a healthy instance and restores access within 5 seconds with no more than 1 failed request. **[H, H]**
- **Performance → Peak-load response:** During the busiest period, 500 concurrent users submit core requests. The Supply Chain Platform completes at least 95% within 2 seconds while sustaining 500 requests per second. **[H, H]**
- **Security → Access control:** During normal operation, an unauthenticated actor requests a protected record. The Supply Chain Platform rejects the request within 1 second, exposes no protected fields and creates an audit record. **[H, H]**
- **Modifiability → Localized business-rule change:** During development, the product owner requests a new validation rule. One developer implements and tests it within 2 working days while changing no more than 2 modules. **[M, H]**

**First architectural driver:** start with the Availability, Performance and Security leaves because each is **[H, H]**. If one leaf must be selected, choose Availability fault recovery first: it requires early structural decisions such as redundancy, health monitoring, failover and state recovery that are expensive to retrofit. The H/M/L ratings are an example and should be confirmed with the Supply Chain Platform stakeholders."	utility-tree, ASR, Supply Chain Platform	Lecture8_Architecture and Requirements.pdf	
